"0";"115 100";"49872";"0.9491336529084917";"0.9491336529084917";"A";
"1";"103 802";"37700";"0.717483532135269";"1.6666171850437608";"A";
"2";"0 00563";"36736";"0.6991372688732426";"2.3657544539170035";"A";
"3";"2876N";"36157";"0.6881180920799714";"3.053872545996975";"A";
"4";"0 4006";"32082";"0.6105651638717162";"3.6644377098686913";"A";
"5";"KL 13OF";"28661";"0.5454587669636325";"4.2098964768323235";"A";
"6";"116.108";"28424";"0.5409483267218272";"4.750844803554151";"A";
"7";"116.115";"25628";"0.4877365507045803";"5.238581354258732";"A";
"8";"W 719/5 (10)";"25249";"0.4805236525963769";"5.719105006855108";"A";
"9";"W 712/22 (10)";"24735";"0.4707415163757528";"6.1898465232308615";"A";
"10";"0 002 335 601";"24423";"0.4648037216270471";"6.654650244857908";"A";
"11";"199.447";"23505";"0.44733290246258617";"7.101983147320494";"A";
"12";"0 4009";"22529";"0.42875826247945564";"7.530741409799949";"A";
"13";"116.109";"22013";"0.4189380634719808";"7.94967947327193";"A";
"14";"115.708";"21784";"0.4145798743775783";"8.364259347649508";"A";
"15";"GE1057";"21489";"0.40896561331710335";"8.773224960966612";"A";
"16";"0 4054";"21034";"0.40030632930857424";"9.173531290275186";"A";
"17";"4388N";"20529";"0.3906954756287782";"9.564226765903964";"A";
"18";"0 002 335 600";"20319";"0.3866988830094571";"9.95092564891342";"A";
"19";"4483N";"19669";"0.3743284772829869";"10.325254126196407";"A";
"20";"3172N";"19320";"0.36768652097754373";"10.692940647173952";"A";
"21";"913.328";"19114";"0.36376605393192396";"11.056706701105876";"A";
"22";"2288N";"18681";"0.3555254605787523";"11.412232161684628";"A";
"23";"199.855";"18385";"0.349892168124852";"11.76212432980948";"A";
"24";"115.710";"18262";"0.3475513067335354";"12.109675636543015";"A";
"25";"GE5307";"18041";"0.34334536878653554";"12.45302100532955";"A";
"26";"3318";"17890";"0.34047162837930933";"12.793492633708858";"A";
"27";"7281N";"17637";"0.33565668584269864";"13.129149319551557";"A";
"28";"116.111";"17460";"0.33228812920641376";"13.461437448757971";"A";
"29";"116.617";"17386";"0.33087980609293866";"13.79231725485091";"A";
"30";"0 4005";"17230";"0.32791090871858586";"14.120228163569497";"A";
"31";"132.600";"16925";"0.32210633372385755";"14.442334497293354";"A";
"32";"596.289";"16777";"0.3192896874969074";"14.76162418479026";"A";
"33";"116.112";"16518";"0.31436055659974466";"15.075984741390005";"A";
"34";"115.709";"16357";"0.31129650225826516";"15.387281243648271";"A";
"35";"W 712/52";"16323";"0.31064943488180363";"15.697930678530074";"A";
"36";"0 4007";"15904";"0.3026752810365867";"16.000605959566663";"A";
"37";"100 900";"15700";"0.29879287677781763";"16.29939883634448";"A";
"38";"116.192";"15423";"0.2935211807989988";"16.592920017143477";"A";
"39";"3330";"15381";"0.2927218622751346";"16.88564187941861";"A";
"40";"1043";"14891";"0.28339647949671865";"17.16903835891533";"A";
"41";"107 409";"14580";"0.2774777161414383";"17.446516075056767";"A";
"42";"101 508";"14500";"0.2759552046674112";"17.72247127972418";"A";
"43";"116.226";"14428";"0.2745849443407868";"17.997056224064966";"A";
"44";"116.135";"13347";"0.2540120080479956";"18.251068232112964";"A";
"45";"116.607";"13243";"0.25203274313176044";"18.503100975244724";"A";
"46";"115.706";"13175";"0.25073860837883744";"18.753839583623563";"A";
"47";"49104";"12625";"0.24027134199490113";"18.994110925618465";"A";
"48";"116.311";"12607";"0.239928776913245";"19.23403970253171";"A";
"49";"116.231";"12100";"0.2302798604465983";"19.464319562978307";"A";
"50";"7956N";"11849";"0.22550298069683827";"19.689822543675145";"A";
"51";"116.166";"11847";"0.2254649179099876";"19.915287461585134";"A";
"52";"W 719/30 (10)";"11341";"0.21583503283676622";"20.1311224944219";"A";
"53";"116.190";"11271";"0.21450283529699252";"20.345625329718892";"A";
"54";"2268N";"11107";"0.21138168677523697";"20.55700701649413";"A";
"55";"104 302";"10700";"0.2036359096511241";"20.760642926145252";"A";
"56";"GE1077";"10681";"0.2032743131760427";"20.963917239321294";"A";
"57";"116.314";"10442";"0.19872581014738672";"21.16264304946868";"A";
"58";"115.705";"10234";"0.19476728031491627";"21.357410329783598";"A";
"59";"6129N";"10040";"0.19107518999040057";"21.548485519773998";"A";
