"0";"114.009";"183532.0";"0.004190644026216756";"0.004190644026216756";
"1";"116.311";"122884.0";"0.0028058491190507367";"0.006996493145267492";
"2";"116.135";"122879.0";"0.0028057349524741666";"0.009802228097741658";
"3";"116.803";"120033.0";"0.002740751337090403";"0.012542979434832062";
"4";"116.226";"113692.0";"0.0025959652846840628";"0.015138944719516125";
"5";"116.314";"112407.0";"0.002566624474505519";"0.017705569194021643";
"6";"132.600";"106519.0";"0.0024321819139364394";"0.020137751107958082";
"7";"116.231";"104822.0";"0.0023934337778485104";"0.022531184885806594";
"8";"116.617";"102630.0";"0.0023433831506801304";"0.024874568036486723";
"9";"0 58838 790";"101301.0";"0.0023130376746277686";"0.02718760571111449";
"10";"2876N";"99633.0";"0.0022749517046839465";"0.029462557415798438";
"11";"116.221";"99369.0";"0.0022689237094410393";"0.03173148112523948";
"12";"116.108";"94441.0";"0.00215640113157344";"0.03388788225681292";
"13";"116.109";"91095.0";"0.002080000858532656";"0.03596788311534557";
"14";"132.701";"90745.0";"0.002072009198172741";"0.038039892313518314";
"15";"0 60044 790";"88729.0";"0.0020259772344996324";"0.04006586954801795";
"16";"27-215-0";"87992.0";"0.0020091490811131834";"0.04207501862913113";
"17";"0 54459 790";"86302.0";"0.0019705607782324525";"0.04404557940736358";
"18";"022501";"85810.0";"0.001959326787097944";"0.04600490619446153";
"19";"116.220";"85260.0";"0.0019467684636752208";"0.047951674658136746";
"20";"0 57412 790";"80599.0";"0.001840342380996471";"0.04979201703913322";
"21";"116.111";"80512.0";"0.0018383558825641494";"0.051630372921697365";
"22";"1307";"80182.0";"0.0018308208885105155";"0.05346119381020788";
"23";"116.115";"78672.0";"0.0017963425823863122";"0.05525753639259419";
"24";"116.192";"78225.0";"0.0017861360904409354";"0.05704367248303512";
"25";"116.112";"78009.0";"0.0017812040943331023";"0.05882487657736823";
"26";"115.708";"76621.0";"0.001749511452677212";"0.06057438803004544";
"27";"0 55559 790";"76608.0";"0.0017492146195781295";"0.06232360264962357";
"28";"116.301";"76476.0";"0.0017462006219566759";"0.06406980327158024";
"29";"116.607";"75752.0";"0.0017296693016693094";"0.06579947257324954";
"30";"042122";"75321.0";"0.0017198281427689573";"0.0675193007160185";
"31";"54459 CO";"74515.0";"0.0017014244906258394";"0.06922072520664434";
"32";"115.710";"72343.0";"0.0016518305297637402";"0.07087255573640808";
"33";"022500";"72179.0";"0.0016480858660522374";"0.07252064160246031";
"34";"0 002 335 601";"69261.0";"0.0015814582519658629";"0.07410209985442617";
"35";"55559 CO";"68400.0";"0.0015617987674804727";"0.07566389862190664";
"36";"042110";"68304.0";"0.0015596067692103246";"0.07722350539111697";
"37";"CO 1011";"68097.0";"0.001554880272940318";"0.07877838566405729";
"38";"543023039 750 2";"67849.0";"0.0015492176107424354";"0.08032760327479972";
"39";"403.711";"66169.0";"0.001510857641014845";"0.08183846091581456";
"40";"57412 CO";"65627.0";"0.0014984819841146343";"0.0833369428999292";
"41";"116.317";"64791.0";"0.0014793933325120952";"0.0848163362324413";
"42";"58827 CO";"64717.0";"0.001477703667178856";"0.08629403989962015";
"43";"571013068 750 2";"64677.0";"0.0014767903345662943";"0.08777083023418644";
"44";"116.606";"64223.0";"0.0014664240094137192";"0.08923725424360016";
"45";"082216";"63305.0";"0.0014454630259554287";"0.09068271726955558";
"46";"600044076 750 2";"62934.0";"0.0014369918659739192";"0.0921197091355295";
"47";"0 4006";"62341.0";"0.0014234517099926923";"0.0935431608455222";
"48";"560077060 750 2";"60705.0";"0.0013860964061389194";"0.09492925725166111";
"49";"115.709";"60201.0";"0.0013745884152206423";"0.09630384566688176";
"50";"116.203";"59186.0";"0.0013514126001768897";"0.09765525826705865";
"51";"20547 168 05T40";"58582.0";"0.0013376212777272084";"0.09899287954478586";
"52";"WK 842/4";"58004.0";"0.001324423621475692";"0.10031730316626156";
"53";"1316";"57902.0";"0.0013220946233136598";"0.10163939778957522";
"54";"0 002 335 600";"57562.0";"0.0013143312961068855";"0.10295372908568211";
"55";"0 54519 790";"57464.0";"0.0013120936312061094";"0.10426582271688822";
"56";"116.166";"57189.0";"0.0013058144694947477";"0.10557163718638297";
"57";"4388N";"56623.0";"0.001292890813027";"0.10686452799940997";
"58";"1332";"56422.0";"0.0012883013166488776";"0.10815282931605885";
"59";"1043";"54455.0";"0.001243388185426157";"0.10939621750148501";
"60";"022000";"54378.0";"0.0012416300201469757";"0.11063784752163199";
"61";"200 51 55";"53601.0";"0.0012238885341479652";"0.11186173605577995";
"62";"116.313";"53592.0";"0.0012236830343101389";"0.1130854190900901";
"63";"3172N";"53177.0";"0.0012142072084548113";"0.11429962629854491";
"64";"132.500";"52664.0";"0.0012024937176987078";"0.11550212001624362";
"65";"116.190";"52276.0";"0.0011936343913568595";"0.11669575440760048";
"66";"4483N";"52234.0";"0.0011926753921136697";"0.11788842979971415";
"67";"200 52 13";"52089.0";"0.0011893645613931336";"0.11907779436110728";
"68";"2288N";"51318.0";"0.0011717600752860072";"0.12024955443639329";
"69";"1092";"50432.0";"0.001151529757917766";"0.12140108419431106";
"70";"1301";"49749.0";"0.0011359346035582753";"0.12253701879786934";
"71";"1310";"49614.0";"0.0011328521059908796";"0.12366987090386022";
"72";"132.801";"49578.0";"0.0011320301066395741";"0.1248019010104998";
"73";"1151";"49150.0";"0.001122257447685164";"0.12592415845818497";
"74";"511.111";"48927.0";"0.001117165618370133";"0.1270413240765551";
"75";"27-A58-0";"48619.0";"0.0011101329572534078";"0.1281514570338085";
"76";"0 56647 790";"47606.0";"0.0010870028088402833";"0.12923845984264878";
"77";"132.650";"47392.0";"0.0010821164793630785";"0.13032057632201186";
"78";"CO 1009";"46886.0";"0.001070562821814173";"0.13139113914382602";
"79";"0 00563";"46423.0";"0.0010599909968237718";"0.1324511301406498";
"80";"402.794";"46422.0";"0.0010599681635084575";"0.13351109830415825";
"81";"201.835";"45760.0";"0.001044852508770562";"0.13455595081292882";
"82";"W 719/5 (10)";"44795.0";"0.0010228183594925113";"0.13557876917242132";
"83";"116.114";"44753.0";"0.0010218593602493214";"0.13660062853267063";
"84";"0 4009";"44732.0";"0.0010213798606277266";"0.13762200839329836";
"85";"115.706";"44111.0";"0.0010072003718177066";"0.13862920876511606";
"86";"116.336";"43855.0";"0.0010013550430973117";"0.13963056380821337";
"87";"55302";"43833.0";"0.001000852710160403";"0.14063141651837377";
"88";"54519 CO";"43543.0";"9.942310487193308E-4";"0.1416256475670931";
"89";"20168 196 14T43";"43425.0";"9.915367175122737E-4";"0.14261718428460537";
"90";"116.169";"43165.0";"9.856000555306227E-4";"0.14360278434013599";
"91";"403.873";"42554.0";"9.716488998737432E-4";"0.14457443324000974";
"92";"104.838";"42494.0";"9.702789009549006E-4";"0.14554471214096465";
"93";"116.605";"42471.0";"9.697537347026777E-4";"0.14651446587566733";
"94";"0 4054";"41264.0";"9.42193923118629E-4";"0.14745665979878594";
"95";"50-555-0";"41200.0";"9.407325909385303E-4";"0.14839739238972446";
"96";"116.143";"40995.0";"9.360517612991517E-4";"0.14933344415102362";
"97";"21643 178 05T40";"40881.0";"9.334487633533509E-4";"0.15026689291437698";
"98";"W 712/52";"40219.0";"9.183331086154551E-4";"0.15118522602299242";
"99";"0 4064";"40006.0";"9.134696124535642E-4";"0.15209869563544598";
"100";"0.052026";"39847.0";"9.098391153186314E-4";"0.15300853475076462";
"101";"116.335";"39788.0";"9.08491949715103E-4";"0.15391702670047971";
"102";"0 100 226 173";"39653.0";"9.054094521477073E-4";"0.15482243615262742";
"103";"0 56219 790";"39134.0";"8.935589614997196E-4";"0.15571599511412715";
"104";"116.334";"38979.0";"8.90019797626043E-4";"0.1566060149117532";
"105";"036 064";"38705.0";"8.837634692299955E-4";"0.1574897783809832";
"106";"56318 CO";"38596.0";"8.81274637860765E-4";"0.15837105301884394";
"107";"116.142";"38520.0";"8.795393058968978E-4";"0.15925059232474084";
