"0";"115 100";"24935";"1.0039505767230024";"1.0039505767230024";"A";
"1";"103 802";"18850";"0.7589520100753396";"1.7629025867983419";"A";
"2";"0 00563";"18356";"0.739062233259572";"2.501964820057914";"A";
"3";"2876N";"18069";"0.7275068366074966";"3.2294716566654107";"A";
"4";"0 4006";"16022";"0.6450890772109862";"3.8745607338763968";"A";
"5";"KL 13OF";"14327";"0.5768437903633629";"4.451404524239759";"A";
"6";"116.108";"14196";"0.5715693758636351";"5.022973900103395";"A";
"7";"116.115";"12798";"0.515282112729135";"5.53825601283253";"A";
"8";"W 719/5 (10)";"12616";"0.5079543002180628";"6.046210313050593";"A";
"9";"W 712/22 (10)";"12355";"0.497445733924712";"6.543656046975305";"A";
"10";"0 002 335 601";"12204";"0.4913660653028883";"7.0350221122781935";"A";
"11";"199.447";"11751";"0.47312705943741723";"7.508149171715611";"A";
"12";"0 4009";"11246";"0.4527943928544971";"7.960943564570108";"A";
"13";"116.109";"10988";"0.4424066146794605";"8.40335017924957";"A";
"14";"115.708";"10889";"0.4384206067750861";"8.841770786024655";"A";
"15";"GE1057";"10744";"0.4325825143898912";"9.274353300414546";"A";
"16";"0 4054";"10499";"0.422718151394217";"9.697071451808764";"A";
"17";"4388N";"10261";"0.4131356273412764";"10.11020707915004";"A";
"18";"0 002 335 600";"10147";"0.40854567884533005";"10.51875275799537";"A";
"19";"4483N";"9825";"0.3955810874795868";"10.914333845474957";"A";
"20";"3172N";"9653";"0.3886559020295625";"11.302989747504519";"A";
"21";"913.328";"9554";"0.38466989412518804";"11.687659641629708";"A";
"22";"2288N";"9334";"0.3758120987821337";"12.063471740411842";"A";
"23";"199.855";"9186";"0.3698532182786244";"12.433324958690466";"A";
"24";"115.710";"9129";"0.3675582440306512";"12.800883202721117";"A";
"25";"GE5307";"9020";"0.36316960906522877";"13.164052811786346";"A";
"26";"3318";"8927";"0.3594251773974831";"13.52347798918383";"A";
"27";"7281N";"8811";"0.3547547034893272";"13.878232692673157";"A";
"28";"116.111";"8714";"0.35084922099716226";"14.229081913670319";"A";
"29";"116.617";"8677";"0.3493595008712849";"14.578441414541604";"A";
"30";"0 4005";"8598";"0.34617874708900637";"14.92462016163061";"A";
"31";"132.600";"8446";"0.3400588157610779";"15.264678977391688";"A";
"32";"596.289";"8388";"0.33772357880699994";"15.602402556198687";"A";
"33";"116.112";"8240";"0.3317646983034906";"15.934167254502178";"A";
"34";"115.709";"8178";"0.3292684105249935";"16.26343566502717";"A";
"35";"W 712/52";"8147";"0.3280202666357449";"16.591455931662914";"A";
"36";"0 4007";"7933";"0.3194040475293193";"16.91085997919223";"A";
"37";"100 900";"7850";"0.31606224292262153";"17.226922222114855";"A";
"38";"116.192";"7695";"0.30982152347637865";"17.536743745591235";"A";
"39";"3330";"7672";"0.30889548123596844";"17.845639226827203";"A";
"40";"1043";"7426";"0.29899085553418947";"18.14463008236139";"A";
"41";"107 409";"7290";"0.2935151275039377";"18.43814520986533";"A";
"42";"101 508";"7250";"0.291904619259746";"18.730049829125075";"A";
"43";"116.226";"7198";"0.28981095854229677";"19.019860787667373";"A";
"44";"116.135";"6653";"0.2678677837151848";"19.28772857138256";"A";
"45";"116.607";"6606";"0.26597543652825956";"19.553704007910817";"A";
"46";"115.706";"6586";"0.26517018240616375";"19.81887419031698";"A";
"47";"49104";"6307";"0.25393688740292664";"20.072811077719905";"A";
"48";"116.311";"6284";"0.2530108451625164";"20.325821922882422";"A";
"49";"116.231";"6029";"0.24274385510579427";"20.568565777988216";"A";
"50";"7956N";"5914";"0.23811364390374312";"20.80667942189196";"A";
"51";"116.166";"5907";"0.23783180496100959";"21.04451122685297";"A";
"52";"W 719/30 (10)";"5657";"0.22776612843481148";"21.27227735528778";"A";
